metric,objective,cost_aware,config,mem,batch,tp,fusion,network,category,value
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.056890947194454
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.009485386030781
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5425022858325
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9326396592402
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.213241174355492
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19472471859524
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.515234352777217
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.942773394031125
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,mobilenet_v3_small_b1_seq1,cnn,0.006263750881775028
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,mobilenet_v3_small_b8_seq1,cnn,0.046501767207181466
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,replknet31b_b1_seq1,cnn,0.33393823317294713
Energy x Cost,energy,True,w/o Mem+Batch,0,0,1,1,replknet31b_b8_seq1,cnn,2.4835234674122915
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,36.3399670971898
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,434.68157305907
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.2268313621960487
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.31035111568372
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,149.68071449582862
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1807.9191315767137
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6612004117506934
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.05040205680822
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.989347030481897
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5416768376191171
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9318285479419774
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.16923778478413
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19300033720174
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.5135837125107587
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.94115117143459
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,mobilenet_v3_small_b1_seq1,cnn,0.006263750881775028
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,mobilenet_v3_small_b8_seq1,cnn,0.046501767207181466
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,replknet31b_b1_seq1,cnn,0.33393823317294713
Energy x Cost,energy,True,w/o Mem+Tp,0,1,0,1,replknet31b_b8_seq1,cnn,2.4835234674122915
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,36.3399670971898
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,450.8677937669659
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23039156949085526
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.489054826346568
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,150.81932291661724
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1875.3619419118347
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6612004117506934
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.418068453307285
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.989347030481897
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5416768376191171
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9318285479419774
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.16923778478413
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19300033720174
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.5135837125107587
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.94115117143459
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,mobilenet_v3_small_b1_seq1,cnn,0.01110908113733676
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,mobilenet_v3_small_b8_seq1,cnn,0.09246802157723691
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,replknet31b_b1_seq1,cnn,0.4395823624893217
Energy x Cost,energy,True,w/o Mem+Fusion,0,1,1,0,replknet31b_b8_seq1,cnn,3.5099650469529573
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,22.403490265858913
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,274.9588199625528
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.22880560539635497
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.313595560876881
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,88.93808285964869
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,942.9391792237035
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6662349559102333
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.056890947194454
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,3.692083280391657
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,84.42162973947886
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.4963735845239802
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.673267497261622
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,12.052893001233562
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,220.72673536062095
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.3987196133005344
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,16.900568931256252
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,mobilenet_v3_small_b1_seq1,cnn,0.0038188946092666135
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,mobilenet_v3_small_b8_seq1,cnn,0.026374049316057836
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,replknet31b_b1_seq1,cnn,0.1622931771358099
Energy x Cost,energy,True,w/o Batch+Tp,1,0,0,1,replknet31b_b8_seq1,cnn,1.1765009492634384
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,22.731256326123667
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,295.78987007847564
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23236581269116152
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.492299271539729
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,101.06080759991777
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1027.7810854201218
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6662349559102333
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.424557343693518
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,3.692083280391657
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,84.42162973947886
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.4963735845239802
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.673267497261622
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,12.052893001233562
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,220.72673536062095
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.3987196133005344
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,16.900568931256252
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,mobilenet_v3_small_b1_seq1,cnn,0.009078489150219061
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,mobilenet_v3_small_b8_seq1,cnn,0.07582858344272721
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,replknet31b_b1_seq1,cnn,0.2151847026649446
Energy x Cost,energy,True,w/o Batch+Fusion,1,0,1,0,replknet31b_b8_seq1,cnn,1.6729024825396892
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,22.642971493684687
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,295.64993444333936
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23039156949085526
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.489054826346568
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,102.07029067896758
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1027.7402912056698
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6612004117506934
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.418068453307285
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,3.6676041651794904
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,84.42162973947886
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.4955481363105974
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.672456385963399
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,12.002619625481904
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,220.72673536062095
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.3970689730340762
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,16.898946708659718
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,mobilenet_v3_small_b1_seq1,cnn,0.009078489150219061
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,mobilenet_v3_small_b8_seq1,cnn,0.07582858344272721
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,replknet31b_b1_seq1,cnn,0.2151847026649446
Energy x Cost,energy,True,w/o Tp+Fusion,1,1,0,0,replknet31b_b8_seq1,cnn,1.6729024825396892
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,36.419570410302214
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,434.9141115670229
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.22880560539635497
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.313595560876881
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,149.81951138836456
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1807.9367750729614
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6662349559102333
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.056890947194454
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.009485386030781
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5425022858325
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9326396592402
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.213241174355492
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19472471859524
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.515234352777217
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.942773394031125
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,mobilenet_v3_small_b1_seq1,cnn,0.006263750881775028
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,mobilenet_v3_small_b8_seq1,cnn,0.046501767207181466
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,replknet31b_b1_seq1,cnn,0.33393823317294713
Energy x Cost,energy,True,w/o Mem+Batch+Tp,0,0,0,1,replknet31b_b8_seq1,cnn,2.4835234674122915
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,36.419570410302214
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,451.10033227491886
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23236581269116152
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.492299271539729
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,150.95811980915317
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1875.3795854080824
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6662349559102333
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.424557343693518
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,5.009485386030781
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5425022858325
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9326396592402
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.213241174355492
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19472471859524
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.515234352777217
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.942773394031125
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,mobilenet_v3_small_b1_seq1,cnn,0.01110908113733676
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,mobilenet_v3_small_b8_seq1,cnn,0.09246802157723691
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,replknet31b_b1_seq1,cnn,0.4395823624893217
Energy x Cost,energy,True,w/o Mem+Batch+Fusion,0,0,1,0,replknet31b_b8_seq1,cnn,3.5099650469529573
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,36.3399670971898
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,450.8677937669659
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23039156949085526
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.489054826346568
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,150.81932291661724
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1981.598606932215
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6612004117506934
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.418068453307285
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,4.989347030481897
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,117.64769975005291
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.5416768376191171
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.9318285479419774
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,17.16923778478413
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,315.19300033720174
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.5135837125107587
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,17.94115117143459
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,mobilenet_v3_small_b1_seq1,cnn,0.01110908113733676
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,mobilenet_v3_small_b8_seq1,cnn,0.09246802157723691
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,replknet31b_b1_seq1,cnn,0.4395823624893217
Energy x Cost,energy,True,w/o Mem+Tp+Fusion,0,1,0,0,replknet31b_b8_seq1,cnn,3.5099650469529573
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,22.731256326123667
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,295.78987007847564
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23236581269116152
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.492299271539729
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,102.2351321294832
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,1027.7810854201218
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,0.6662349559102333
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,10.424557343693518
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,3.692083280391657
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,84.42162973947886
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,0.4963735845239802
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,5.673267497261622
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,12.052893001233562
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,220.72673536062095
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,1.3987196133005344
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,16.900568931256252
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,mobilenet_v3_small_b1_seq1,cnn,0.009078489150219061
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,mobilenet_v3_small_b8_seq1,cnn,0.07582858344272721
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,replknet31b_b1_seq1,cnn,0.2151847026649446
Energy x Cost,energy,True,w/o Batch+Tp+Fusion,1,0,0,0,replknet31b_b8_seq1,cnn,1.6729024825396892
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,36.419570410302214
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,451.10033227491886
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,0.23236581269116152
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,4.492299271539729
Energy x Cost,energy,True,w/o Mem+Batch+Tp+Fusion,0,0,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,150.95811980915317
