metric,objective,cost_aware,config,mem,batch,tp,fusion,network,category,value
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.038775627882769996
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.044917938634835
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.343020711743431e-06
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004615242999035291
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.7720120070554837
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,38.919490224393606
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002733764682937495
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0011215475571909387
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10233462378342638
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.325942522354318e-05
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009132598821098237
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.013822713437360612
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.0836057173259597
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.445093864193522e-05
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.010912334520725977
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,mobilenet_v3_small_b1_seq1,cnn,2.3339353311417832e-08
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,mobilenet_v3_small_b8_seq1,cnn,1.3705215567036505e-06
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,replknet31b_b1_seq1,cnn,3.752587954518981e-05
EDP x Cost,edp,True,w/o Fusion,1,1,1,0,replknet31b_b8_seq1,cnn,0.001392452849199315
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.042706402433505694
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.301793851544954
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.376545212900786e-06
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004077965456992791
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.821418093762069
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,42.88104060348516
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.867325248103556e-05
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002697844696274537
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013540366692233374
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10531211351031566
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.053673538011443e-05
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009554251215319346
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.016659290333751853
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.2427278902587933
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.451653793282024e-05
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011586934741234563
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,mobilenet_v3_small_b1_seq1,cnn,1.842674025388191e-08
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,mobilenet_v3_small_b8_seq1,cnn,1.0077489710811839e-06
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,replknet31b_b1_seq1,cnn,6.793866555141506e-05
EDP x Cost,edp,True,w/o Mem+Batch,0,0,1,1,replknet31b_b8_seq1,cnn,0.0025180440059210225
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.04753452509314886
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,4.508512751609742
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.415682580904626e-06
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004706881510570336
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,1.0429956434161172
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,74.81371924449502
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0034721598032598122
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013649509010060356
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.17339294629274427
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.034901672524003e-05
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009552396981677221
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.017786505193877377
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.8984469895233693
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.34590101119612e-05
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011585454752794752
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,mobilenet_v3_small_b1_seq1,cnn,1.842674025388191e-08
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,mobilenet_v3_small_b8_seq1,cnn,1.0077489710811839e-06
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,replknet31b_b1_seq1,cnn,6.793866555141506e-05
EDP x Cost,edp,True,w/o Mem+Tp,0,1,0,1,replknet31b_b8_seq1,cnn,0.0025180440059210225
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.042618089918087236
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.35193763767928
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.343020711743431e-06
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004615242999035291
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.8207068710338773
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,44.05755293799319
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002733764682937495
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013480939696359727
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10531211351031566
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.034901672524003e-05
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009552396981677221
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.016628046472409803
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.2427278902587933
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.445093864193522e-05
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011585454752794752
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,mobilenet_v3_small_b1_seq1,cnn,2.5761798448730793e-08
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,mobilenet_v3_small_b8_seq1,cnn,1.4252555102195278e-06
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,replknet31b_b1_seq1,cnn,6.898706982577549e-05
EDP x Cost,edp,True,w/o Mem+Fusion,0,1,1,0,replknet31b_b8_seq1,cnn,0.0025180440059210225
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.04244599758872335
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,3.13985318730324
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.45352090688733e-06
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004711911813388175
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.9673091463671385
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,58.48508833710132
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.867325248103556e-05
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0034753921273413414
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0012463563395397723
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.14043734967612695
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.344714387841758e-05
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009134453054740362
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.014705652411479761
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.3573441559329071
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.353672181503676e-05
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.01091381450916579
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,mobilenet_v3_small_b1_seq1,cnn,1.628963066319379e-08
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,mobilenet_v3_small_b8_seq1,cnn,9.522031384137261e-07
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,replknet31b_b1_seq1,cnn,3.684822009660321e-05
EDP x Cost,edp,True,w/o Batch+Tp,1,0,0,1,replknet31b_b8_seq1,cnn,0.0013838377853953227
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.038863940398188454
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.044917938634835
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.376545212900786e-06
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004618400000633713
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.7727269794923525
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,38.919490224393606
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.867325248103556e-05
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002735528258774395
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0011274902567783034
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10233462378342638
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.344714387841758e-05
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009134453054740362
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.013853957298702663
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.0836057173259597
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.451653793282024e-05
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.01091381450916579
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,mobilenet_v3_small_b1_seq1,cnn,2.3339353311417832e-08
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,mobilenet_v3_small_b8_seq1,cnn,1.3705215567036505e-06
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,replknet31b_b1_seq1,cnn,3.752587954518981e-05
EDP x Cost,edp,True,w/o Batch+Fusion,1,0,1,0,replknet31b_b8_seq1,cnn,0.001392452849199315
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.04230700134944125
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,3.3126587806165007
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.415682580904626e-06
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004827215074165808
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.9665067464953309
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,64.51398560169261
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.00359874807452465
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0012404136399524076
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.14043591648177361
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,8.325942522354318e-05
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009132598821098237
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.014673829969104931
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.3573441559329071
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.34590101119612e-05
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.010912334520725977
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,mobilenet_v3_small_b1_seq1,cnn,2.3339353311417832e-08
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,mobilenet_v3_small_b8_seq1,cnn,1.3705215567036505e-06
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,replknet31b_b1_seq1,cnn,3.752587954518981e-05
EDP x Cost,edp,True,w/o Tp+Fusion,1,1,0,0,replknet31b_b8_seq1,cnn,0.001392452849199315
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.04765096449117047
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,4.508801420390352
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.45352090688733e-06
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004711911813388175
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,1.0441106332139591
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,74.81371924449502
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.867325248103556e-05
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.0034753921273413414
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013708936005934003
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.17339437948709757
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.053673538011443e-05
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009554251215319346
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.01781832763625221
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.8984469895233693
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.353672181503676e-05
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011586934741234563
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,mobilenet_v3_small_b1_seq1,cnn,1.842674025388191e-08
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,mobilenet_v3_small_b8_seq1,cnn,1.0077489710811839e-06
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,replknet31b_b1_seq1,cnn,6.793866555141506e-05
EDP x Cost,edp,True,w/o Mem+Batch+Tp,0,0,0,1,replknet31b_b8_seq1,cnn,0.0025180440059210225
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.042706402433505694
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,2.352081972069585
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.376545212900786e-06
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004618400000633713
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,0.821418093762069
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,44.05755293799319
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.867325248103556e-05
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.002735528258774395
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013540366692233374
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.10531211351031566
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.053673538011443e-05
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009554251215319346
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.016659290333751853
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.2427278902587933
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,5.451653793282024e-05
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011586934741234563
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,mobilenet_v3_small_b1_seq1,cnn,2.5761798448730793e-08
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,mobilenet_v3_small_b8_seq1,cnn,1.4252555102195278e-06
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,replknet31b_b1_seq1,cnn,6.898706982577549e-05
EDP x Cost,edp,True,w/o Mem+Batch+Fusion,0,0,1,0,replknet31b_b8_seq1,cnn,0.0025180440059210225
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_prefill_s1024_b1_seq1024,prefill,0.04753452509314886
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_prefill_s1024_b8_seq1024,prefill,4.80264083519759
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_decode_kv1024_b1_seq1,decode,4.415682580904626e-06
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_8b_decode_kv1024_b8_seq1,decode,0.0004827215074165808
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_prefill_s1024_b1_seq1024,prefill,1.0430208121671274
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_prefill_s1024_b8_seq1024,prefill,80.00214730045413
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_decode_kv1024_b1_seq1,decode,2.8456577035634793e-05
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,llama3.1_70b_decode_kv1024_b8_seq1,decode,0.00359874807452465
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_prefill_s1024_b1_seq1024,prefill,0.0013649509010060356
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_prefill_s1024_b8_seq1024,prefill,0.17339294629274427
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_decode_kv1024_b1_seq1,decode,9.034901672524003e-05
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_30b_a3b_decode_kv1024_b8_seq1,decode,0.0009552396981677221
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_prefill_s1024_b1_seq1024,prefill,0.017786505193877377
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_prefill_s1024_b8_seq1024,prefill,1.8984469895233693
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_decode_kv1024_b1_seq1,decode,6.34590101119612e-05
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,qwen3_235b_a22b_decode_kv1024_b8_seq1,decode,0.011585454752794752
EDP x Cost,edp,True,w/o Mem+Tp+Fusion,0,1,0,0,mobilenet_v3_small_b1_seq1,cnn,2.5761798448730793e-08
